ID_orig;X_orig;Y_orig
5965434;24.996354399999998;60.18432120000001
5965435;25.000858800000003;60.1843892
5965436;25.0053633;60.1844571
5965437;25.009867800000002;60.184524800000005
5965438;25.014372199999997;60.1845923
5965439;25.0188768;60.1846598
5965440;25.0233813;60.184727
5965441;25.0278859;60.1847941
5965442;25.032390399999997;60.184861100000006
5965443;25.036895;60.18492779999999
5965444;25.0413997;60.184994499999995
5965445;25.0459043;60.185061
5965446;25.050409;60.18512729999999
5965447;25.0549137;60.185193500000004
5965448;25.0594184;60.185259499999994
5965449;25.063923100000004;60.185325399999996
5965466;25.140506600000002;60.186421900000006
5965467;25.1450117;60.186485
5965468;25.1495169;60.186547999999995
5967093;24.5687055;60.1749194
5967094;24.5732073;60.1750019
5967095;24.5777092;60.1750843
5967096;24.582211100000002;60.1751665
5967097;24.586713;60.1752486
5967098;24.591215;60.17533050000001
5967099;24.5957169;60.175412300000005
5967100;24.600218899999998;60.1754939
5967101;24.604720999999998;60.17557539999999
5967102;24.609223;60.175656700000005
5967103;24.613725100000003;60.175737899999994
5967104;24.6182272;60.1758189
5967105;24.6227293;60.175899699999995
5967106;24.6272315;60.1759804
5967107;24.6317336;60.176061
5967108;24.6362359;60.1761414
5967109;24.640738100000004;60.1762216
5967110;24.6452403;60.176301699999996
5967111;24.6497426;60.17638170000001
5967112;24.6542449;60.176461399999994
5967113;24.658747299999998;60.176541099999994
5967114;24.6632496;60.1766206
5967115;24.667752;60.176699899999996
5967116;24.6722544;60.1767791
5967117;24.6767568;60.176858100000004
5967118;24.6812593;60.176936899999994
5967119;24.6857618;60.1770157
5967120;24.690264300000003;60.177094200000006
5967121;24.6947668;60.177172600000006
5967122;24.6992694;60.1772509
5967123;24.703772;60.177329
