ID_orig;X_orig;Y_orig
5842539;24.7247284;60.3303932
5842540;24.7292521;60.3304705
5842541;24.733775899999998;60.330547700000004
5842542;24.7382997;60.3306248
5842543;24.7428235;60.3307017
5842544;24.7473473;60.3307784
5842545;24.7518712;60.33085500000001
5842546;24.7563951;60.330931400000004
5842547;24.760919;60.33100770000001
5842548;24.765442899999996;60.3310838
5842549;24.7699669;60.3311598
5842550;24.7744909;60.3312356
5842551;24.779014899999996;60.3313113
5842552;24.7835389;60.331386800000004
5842553;24.788063;60.3314622
5842554;24.792587100000002;60.331537399999995
5842555;24.7971112;60.3316124
5842556;24.8016353;60.3316873
5842557;24.8061595;60.331762
5842558;24.8106836;60.3318366
5842559;24.8152078;60.331911100000006
5842560;24.819732100000003;60.3319853
5842561;24.8242563;60.3320595
5842562;24.8287806;60.332133400000004
5842563;24.8333049;60.3322073
5842564;24.837829199999998;60.3322809
5842565;24.842353600000003;60.3323544
5842566;24.8468779;60.33242779999999
5842567;24.8514023;60.332501
5842568;24.855926699999998;60.332574
5842569;24.8604512;60.33264690000001
5842570;24.8649756;60.332719700000006
5842571;24.869500100000003;60.332792299999994
5842572;24.874024600000002;60.3328647
5842573;24.8785492;60.332937
5842574;24.8830737;60.3330091
5842575;24.8875983;60.3330811
5842576;24.8921229;60.333152899999995
5842577;24.8966475;60.3332245
5842578;24.901172199999998;60.333296
5842579;24.905696799999998;60.3333674
5842580;24.9102215;60.33343860000001
5842581;24.9147463;60.33350970000001
5842582;24.919271;60.333580500000004
5842583;24.9237958;60.33365129999999
5842584;24.9283206;60.33372190000001
5842585;24.9328454;60.33379229999999
5842586;24.9373702;60.3338626
5842587;24.941895000000002;60.333932700000005
5842588;24.9464199;60.3340027
