ID_orig;X_orig;Y_orig
5902085;25.0412241;60.263581
5902086;25.0457395;60.263647600000006
5902087;25.050255;60.263714
5902088;25.0547704;60.2637802
5902089;25.0592859;60.2638463
5902090;25.0638015;60.2639122
5902091;25.068317;60.263978
5902092;25.0728326;60.2640436
5902093;25.0773482;60.2641091
5902094;25.0818638;60.264174399999995
5902095;25.0863794;60.2642396
5902096;25.090895;60.264304599999996
5902097;25.0954107;60.2643694
5902098;25.0999264;60.2644341
5902099;25.1044421;60.26449870000001
5902100;25.108957800000002;60.264563100000004
5902101;25.1134736;60.264627299999994
5902102;25.117989399999995;60.2646914
5902103;25.1225052;60.2647554
5902104;25.127021;60.2648191
5902105;25.131536800000003;60.264882799999995
5902106;25.1360527;60.264946200000004
5902107;25.1405685;60.2650096
5902108;25.1450844;60.265072700000005
5902109;25.1496003;60.2651358
5902110;25.1541163;60.265198600000005
5902111;25.1586322;60.2652613
5902112;25.1631482;60.26532389999999
5902113;25.1676642;60.2653863
5902114;25.1721802;60.2654485
5902115;25.1766962;60.265510600000006
5902116;25.181212300000002;60.265572600000006
5902117;25.1857284;60.2656343
5902118;25.190244500000002;60.265696
5902119;25.194760600000002;60.26575749999999
5902120;25.1992767;60.2658188
5902121;25.203792899999996;60.26588
5902122;25.208309;60.265941000000005
5902123;25.212825199999997;60.26600179999999
5902124;25.2173414;60.266062600000005
5902125;25.221857699999997;60.2661231
5902126;25.2263739;60.2661835
5902127;25.2308902;60.2662438
5903804;24.508736300000002;60.252408900000006
5903805;24.5132486;60.2524936
5903806;24.5177609;60.252578
5903807;24.522273199999997;60.2526624
5903808;24.526785500000003;60.25274649999999
5903809;24.5312979;60.252830599999996
5903810;24.5358103;60.252914399999995
