ID_orig;X_orig;Y_orig
5879922;24.9537538;60.289207
5879923;24.9582725;60.2892765
5879924;24.9627913;60.2893459
5879925;24.96731;60.28941510000001
5879926;24.9718288;60.289484200000004
5879927;24.976347699999998;60.2895531
5879928;24.9808665;60.28962190000001
5879929;24.9853854;60.289690500000006
5879930;24.989904199999998;60.289759
5879931;24.994423100000002;60.28982729999999
5879932;24.9989421;60.289895400000006
5879933;25.003460999999998;60.2899634
5879934;25.00798;60.290031299999995
5879935;25.012499;60.290099
5879936;25.017018;60.290166500000005
5879937;25.021537;60.290233900000004
5879938;25.0260561;60.29030110000001
5879939;25.030575199999998;60.2903682
5879940;25.0350943;60.2904351
5879941;25.0396134;60.290501899999995
5879942;25.0441325;60.290568500000006
5879943;25.0486517;60.290634999999995
5879944;25.053170899999998;60.290701299999995
5879945;25.057690100000002;60.2907675
5879946;25.0622093;60.2908335
5879947;25.0667286;60.2908993
5879948;25.0712479;60.290965
5879949;25.075767199999998;60.2910306
5879950;25.0802865;60.2910959
5879951;25.0848058;60.291161200000005
5879952;25.089325199999998;60.29122629999999
5879953;25.0938445;60.2912912
5879954;25.0983639;60.29135600000001
5879955;25.102883300000002;60.2914206
5879956;25.107402800000003;60.291484999999994
5879957;25.1119222;60.291549399999994
5879958;25.1164417;60.291613500000004
5879959;25.1209612;60.291677500000006
5879960;25.1254807;60.2917414
5879961;25.1300003;60.2918051
5879962;25.1345199;60.2918686
5879963;25.139039399999998;60.291931999999996
5879964;25.143559;60.2919952
5879965;25.1480787;60.2920583
5879966;25.1525983;60.2921213
5879967;25.157118;60.292184
5879968;25.161637699999996;60.29224670000001
5879969;25.1661574;60.292309100000004
5879970;25.170677100000002;60.2923714
5879971;25.1751968;60.2924336
