ID_orig;X_orig;Y_orig
5855699;24.870523300000002;60.3170902
5855700;24.8750457;60.3171626
5855701;24.879568;60.3172348
5855702;24.884090399999998;60.3173069
5855703;24.8886128;60.31737879999999
5855704;24.8931353;60.31745060000001
5855705;24.8976577;60.317522200000006
5855706;24.9021802;60.3175937
5855707;24.9067027;60.317665000000005
5855708;24.911225199999997;60.317736100000005
5855709;24.915747800000002;60.3178071
5855710;24.920270300000002;60.317878
5855711;24.924792899999996;60.31794870000001
5855712;24.929315600000002;60.3180192
5855713;24.933838199999997;60.31808960000001
5855714;24.9383609;60.3181598
5855715;24.9428835;60.3182299
5855716;24.9474063;60.318299800000005
5855717;24.951929;60.3183696
5855718;24.9564517;60.3184392
5855719;24.9609745;60.3185087
5855720;24.9654973;60.318578
5855721;24.9700201;60.31864720000001
5855722;24.974543;60.318716200000004
5855723;24.9790658;60.318785
5855724;24.9835887;60.3188537
5855725;24.9881116;60.3189223
5855726;24.9926345;60.3189906
5855727;24.9971575;60.3190589
5855728;25.0016805;60.319127
5855729;25.0062035;60.3191949
5855730;25.0107265;60.319262699999996
5855731;25.0152495;60.3193303
5855732;25.019772600000003;60.31939770000001
5855733;25.0242957;60.31946510000001
5855734;25.0288188;60.319532200000005
5855735;25.0333419;60.319599200000006
5855736;25.037865;60.3196661
5855737;25.042388199999998;60.3197328
5855738;25.046911399999995;60.3197993
5855739;25.0514346;60.3198657
5855740;25.0559578;60.3199319
5855741;25.0604811;60.319998
5855742;25.0650044;60.320063899999994
5855743;25.069527700000002;60.3201297
5855744;25.074051;60.320195299999995
5855745;25.078574300000003;60.3202608
5855746;25.0830977;60.3203261
5855747;25.0876211;60.3203913
5855748;25.0921445;60.3204563
