ID_orig;X_orig;Y_orig
5924036;25.029296600000002;60.236459700000005
5924037;25.0338082;60.236526600000005
5924038;25.038319899999998;60.236593400000004
5924039;25.042831699999997;60.23666
5924040;25.0473434;60.2367265
5924041;25.0518552;60.236792799999996
5924042;25.0563669;60.236858999999995
5924043;25.0608787;60.236925
5924044;25.0653906;60.236990799999994
5924045;25.069902399999997;60.237056499999994
5924046;25.0744143;60.2371221
5924047;25.078926100000004;60.2371875
5924048;25.083438;60.2372527
5924049;25.08795;60.23731779999999
5924050;25.092461899999996;60.2373828
5924051;25.0969739;60.2374476
5924052;25.1014859;60.2375122
5924053;25.1059979;60.2375767
5924054;25.1105099;60.237641
5924055;25.115022;60.2377052
5924056;25.119533999999998;60.2377692
5924057;25.1240461;60.2378331
5924058;25.1285582;60.2378968
5924059;25.1330704;60.2379603
5924060;25.1375825;60.23802370000001
5924061;25.142094699999998;60.238087
5924062;25.1466069;60.238150100000006
5924063;25.151119100000003;60.238213
5924064;25.1556313;60.23827579999999
5924065;25.1601436;60.2383385
5924066;25.1646559;60.238401
5924067;25.1691682;60.23846329999999
5924068;25.1736805;60.2385255
5924069;25.1781928;60.2385875
5924070;25.1827052;60.23864939999999
5924071;25.1872175;60.2387111
5924072;25.1917299;60.238772700000005
5924073;25.1962423;60.2388341
5924074;25.200754800000002;60.238895299999996
5924075;25.205267199999998;60.2389564
5924076;25.2097797;60.2390174
5924077;25.2142922;60.2390782
5924078;25.2188047;60.23913879999999
5924079;25.2233172;60.2391993
5924080;25.227829800000002;60.239259700000005
5925742;24.5152883;60.2255821
5925743;24.5197969;60.2256665
5925744;24.5243055;60.2257507
5925745;24.5288142;60.2258348
5925746;24.533322899999998;60.225918799999995
