ID_dest;X_dest;Y_dest
5850079;24.8655617;60.3237471
5850080;24.8700849;60.3238196
5850081;24.8746082;60.3238921
5850082;24.8791315;60.3239643
5850083;24.8836548;60.3240364
5850084;24.8881782;60.3241083
5850085;24.8927015;60.3241801
5850086;24.8972249;60.3242518
5850087;24.9017483;60.3243233
5850088;24.9062718;60.3243946
5850089;24.9107952;60.3244658
5850090;24.9153187;60.3245368
5850091;24.9198422;60.3246077
5850092;24.9243657;60.3246784
5850093;24.9288893;60.3247489
5850094;24.9334128;60.3248193
5850095;24.9379364;60.3248896
5850096;24.94246;60.3249597
5850097;24.9469837;60.3250296
5850098;24.9515073;60.3250994
5850099;24.956031;60.3251691
5850100;24.9605547;60.3252385
5850101;24.9650784;60.3253079
5850102;24.9696022;60.3253771
5850103;24.974126;60.3254461
5850104;24.9786498;60.3255149
5850105;24.9831736;60.3255837
5850106;24.9876974;60.3256522
5850107;24.9922213;60.3257206
5850108;24.9967451;60.3257889
5850109;25.0012691;60.325857
5850110;25.005793;60.3259249
5850111;25.0103169;60.3259927
5850112;25.0148409;60.3260603
5850113;25.0193649;60.3261278
5850114;25.0238889;60.3261952
5850115;25.0284129;60.3262623
5850116;25.032937;60.3263294
5850117;25.0374611;60.3263962
5850118;25.0419852;60.3264629
5850119;25.0465093;60.3265295
5850120;25.0510334;60.3265959
5850121;25.0555576;60.3266622
5850122;25.0600818;60.3267283
5850123;25.064606;60.3267942
5850124;25.0691302;60.32686
5850125;25.0736544;60.3269256
5850126;25.0781787;60.3269911
5850127;25.082703;60.3270564
5850128;25.0872273;60.3271216
5850129;25.0917516;60.3271866
5850130;25.096276;60.3272515
5850131;25.1008004;60.3273162
5850132;25.1053248;60.3273808
5850133;25.1098492;60.3274452
5850134;25.1143736;60.3275094
5850135;25.1188981;60.3275735
5850136;25.1234225;60.3276375
5851873;24.5039531;60.3152015
5851874;24.508474;60.3152864
5851875;24.5129949;60.3153711
5851876;24.5175159;60.3154556
5851877;24.5220369;60.31554
5851878;24.5265579;60.3156242
5851879;24.5310789;60.3157083
5851880;24.5356;60.3157922
5851881;24.5401211;60.315876
5851882;24.5446423;60.3159596
5851883;24.5491634;60.3160431
5851884;24.5536846;60.3161264
5851885;24.5582058;60.3162096
5851887;24.5672483;60.3163754
5851888;24.5717696;60.3164581
5851889;24.5762909;60.3165407
5851890;24.5808123;60.3166231
5851891;24.5853336;60.3167053
5851892;24.589855;60.3167874
5851893;24.5943764;60.3168693
5851894;24.5988979;60.3169511
5851895;24.6034194;60.3170327
5851896;24.6079409;60.3171142
5851897;24.6124624;60.3171955
5851898;24.616984;60.3172767
5851899;24.6215055;60.3173577
5851900;24.6260271;60.3174386
5851901;24.6305488;60.3175193
5851902;24.6350704;60.3175998
5851903;24.6395921;60.3176802
5851904;24.6441138;60.3177604
5851905;24.6486356;60.3178405
5851906;24.6531573;60.3179205
5851907;24.6576791;60.3180002
5851908;24.6622009;60.3180799
5851909;24.6667227;60.3181593
5851910;24.6712446;60.3182387
5851911;24.6757665;60.3183178
5851912;24.6802884;60.3183968
5851913;24.6848104;60.3184757
5851914;24.6893323;60.3185544
5851915;24.6938543;60.318633
5851916;24.6983763;60.3187114
5851917;24.7028984;60.3187896
5851918;24.7074204;60.3188677
5851919;24.7119425;60.3189456
5851920;24.7164646;60.3190234
5851921;24.7209868;60.319101
5851922;24.7255089;60.3191785
5851923;24.7300311;60.3192558
5851924;24.7345533;60.319333
5851925;24.7390756;60.31941
5851926;24.7435978;60.3194869
5851927;24.7481201;60.3195636
5851928;24.7526425;60.3196401
5851929;24.7571648;60.3197165
5851930;24.7616872;60.3197928
5851931;24.7662095;60.3198689
5851932;24.770732;60.3199448
5851933;24.7752544;60.3200206
5851934;24.7797768;60.3200962
5851935;24.7842993;60.3201717
5851936;24.7888218;60.320247
5851937;24.7933444;60.3203222
5851938;24.7978669;60.3203972
5851939;24.8023895;60.320472
5851940;24.8069121;60.3205467
5851941;24.8114348;60.3206213
5851942;24.8159574;60.3206957
5851943;24.8204801;60.3207699
5851944;24.8250028;60.320844
5851945;24.8295255;60.320918
5851946;24.8340483;60.3209918
5851947;24.838571;60.3210654
5851948;24.8430938;60.3211389
5851949;24.8476166;60.3212122
5851950;24.8521395;60.3212854
5851951;24.8566624;60.3213584
5851952;24.8611852;60.3214312
5851953;24.8657082;60.3215039
5851954;24.8702311;60.3215765
5851955;24.8747541;60.3216489
5851956;24.879277;60.3217211
5851957;24.8838;60.3217932
5851958;24.8883231;60.3218652
5851959;24.8928461;60.321937
5851960;24.8973692;60.3220086
5851961;24.9018923;60.3220801
5851962;24.9064154;60.3221514
5851963;24.9109386;60.3222226
5851964;24.9154617;60.3222936
5851965;24.9199849;60.3223644
5851966;24.9245081;60.3224351
5851967;24.9290314;60.3225057
5851968;24.9335546;60.3225761
5851969;24.9380779;60.3226463
5851970;24.9426012;60.3227164
5851971;24.9471246;60.3227864
5851972;24.9516479;60.3228562
5851973;24.9561713;60.3229258
5851974;24.9606947;60.3229953
5851975;24.9652181;60.3230646
5851976;24.9697415;60.3231338
5851977;24.974265;60.3232028
5851978;24.9787885;60.3232716
5851979;24.983312;60.3233403
5851980;24.9878355;60.3234089
5851981;24.992359;60.3234773
5851982;24.9968826;60.3235455
5851983;25.0014062;60.3236136
5851984;25.0059298;60.3236816
5851985;25.0104535;60.3237494
5851986;25.0149771;60.323817
5851987;25.0195008;60.3238845
5851988;25.0240245;60.3239518
5851989;25.0285482;60.324019
5851990;25.033072;60.324086
5851991;25.0375957;60.3241528
5851992;25.0421195;60.3242195
5851993;25.0466433;60.3242861
5851994;25.0511672;60.3243525
5851995;25.055691;60.3244188
5851996;25.0602149;60.3244848
5851997;25.0647388;60.3245508
5851998;25.0692627;60.3246166
5851999;25.0737866;60.3246822
5852000;25.0783106;60.3247477
5852001;25.0828346;60.324813
5852002;25.0873586;60.3248782
5852003;25.0918826;60.3249432
5852004;25.0964066;60.325008
5852005;25.1009307;60.3250728
5852006;25.1054548;60.3251373
5852007;25.1099789;60.3252017
5852008;25.114503;60.325266
5852009;25.1190272;60.32533
5852010;25.1235513;60.325394
5852011;25.1280755;60.3254578
5853746;24.5041243;60.3129589
5853747;24.5086449;60.3130438
5853748;24.5131655;60.3131285
5853749;24.5176862;60.313213
5853750;24.5222068;60.3132974
5853751;24.5267276;60.3133816
5853752;24.5312483;60.3134657
5853753;24.5357691;60.3135496
5853754;24.5402899;60.3136334
5853755;24.5448107;60.313717
5853756;24.5493315;60.3138004
5853757;24.5538524;60.3138838
5853758;24.5583733;60.3139669
5853759;24.5628942;60.3140499
5853760;24.5674152;60.3141328
5853761;24.5719362;60.3142155
5853762;24.5764572;60.314298
5853763;24.5809782;60.3143804
5853764;24.5854993;60.3144626
5853765;24.5900203;60.3145447
5853766;24.5945415;60.3146266
5853767;24.5990626;60.3147084
5853768;24.6035838;60.31479
5853769;24.608105;60.3148715
5853770;24.6126262;60.3149528
5853771;24.6171474;60.3150339
5853772;24.6216687;60.3151149
5853773;24.62619;60.3151958
5853774;24.6307113;60.3152765
5853775;24.6352326;60.315357
5853776;24.639754;60.3154374
5853777;24.6442754;60.3155176
5853778;24.6487968;60.3155977
5853779;24.6533183;60.3156776
5853780;24.6578398;60.3157574
5853781;24.6623613;60.315837
5853782;24.6668828;60.3159165
5853783;24.6714044;60.3159958
5853784;24.6759259;60.316075
5853785;24.6804475;60.316154
5853786;24.6849692;60.3162328
5853787;24.6894908;60.3163115
5853788;24.6940125;60.3163901
5853789;24.6985342;60.3164685
5853790;24.7030559;60.3165467
5853791;24.7075777;60.3166248
5853792;24.7120995;60.3167027
5853793;24.7166213;60.3167805
5853794;24.7211431;60.3168581
5853795;24.725665;60.3169356
5853796;24.7301869;60.3170129
5853797;24.7347088;60.31709
5853798;24.7392307;60.317167
5853799;24.7437526;60.3172439
5853800;24.7482746;60.3173206
5853801;24.7527966;60.3173971
5853802;24.7573187;60.3174735
5853803;24.7618407;60.3175498
5853804;24.7663628;60.3176259
5853805;24.7708849;60.3177018
5853806;24.775407;60.3177776
5853807;24.7799292;60.3178532
5853808;24.7844513;60.3179286
5853809;24.7889735;60.318004
5853810;24.7934958;60.3180791
5853811;24.798018;60.3181541
5853812;24.8025403;60.318229
5853813;24.8070626;60.3183037
5853814;24.8115849;60.3183782
5853815;24.8161072;60.3184526
5853816;24.8206296;60.3185269
5853817;24.825152;60.3186009
5853818;24.8296744;60.3186749
5853819;24.8341969;60.3187487
5853820;24.8387193;60.3188223
5853821;24.8432418;60.3188957
5853822;24.8477643;60.3189691
5853823;24.8522869;60.3190422
5853824;24.8568094;60.3191152
5853825;24.861332;60.3191881
5853826;24.8658546;60.3192608
5853827;24.8703772;60.3193333
5853828;24.8748999;60.3194057
5853829;24.8794225;60.319478
5853830;24.8839452;60.3195501
5853831;24.888468;60.319622
5853832;24.8929907;60.3196938
5853833;24.8975135;60.3197654
5853834;24.9020363;60.3198369
5853835;24.9065591;60.3199082
5853836;24.9110819;60.3199793
5853837;24.9156048;60.3200503
5853838;24.9201277;60.3201212
5853839;24.9246506;60.3201919
5853840;24.9291735;60.3202625
5853841;24.9336964;60.3203328
5853842;24.9382194;60.3204031
5853843;24.9427424;60.3204732
5853844;24.9472654;60.3205431
5853845;24.9517885;60.3206129
5853846;24.9563115;60.3206825
5853847;24.9608346;60.320752
5853848;24.9653577;60.3208213
5853849;24.9698808;60.3208905
5853850;24.974404;60.3209595
5853851;24.9789272;60.3210283
5853852;24.9834504;60.321097
5853853;24.9879736;60.3211656
5853854;24.9924968;60.321234
5853855;24.9970201;60.3213022
5853856;25.0015434;60.3213703
5853857;25.0060667;60.3214382
5853858;25.01059;60.321506
5853859;25.0151133;60.3215736
5853860;25.0196367;60.3216411
5853861;25.0241601;60.3217084
5853862;25.0286835;60.3217756
5853863;25.0332069;60.3218426
5853864;25.0377304;60.3219095
5853865;25.0422539;60.3219762
5853866;25.0467774;60.3220427
5853867;25.0513009;60.3221091
5853868;25.0558244;60.3221753
5853869;25.060348;60.3222414
5853870;25.0648716;60.3223074
5853871;25.0693952;60.3223731
5853872;25.0739188;60.3224388
5853873;25.0784425;60.3225042
5853874;25.0829661;60.3225696
5853875;25.0874898;60.3226347
5853876;25.0920135;60.3226997
5853877;25.0965373;60.3227646
5853878;25.101061;60.3228293
5853879;25.1055848;60.3228938
5853880;25.1101086;60.3229582
5853881;25.1146324;60.3230225
5853882;25.1191562;60.3230866
5853883;25.1236801;60.3231505
5853884;25.128204;60.3232143
5853885;25.1327279;60.3232779
5855618;24.5042954;60.3107163
5855619;24.5088157;60.3108012
5855620;24.513336;60.3108859
5855621;24.5178564;60.3109704
5855622;24.5223768;60.3110548
5855623;24.5268972;60.311139
5855624;24.5314176;60.3112231
5855625;24.5359381;60.311307
5855626;24.5404585;60.3113907
5855627;24.5449791;60.3114743
5855628;24.5494996;60.3115578
5855629;24.5540202;60.3116411
5855630;24.5585408;60.3117242
5855631;24.5630614;60.3118072
5855632;24.567582;60.3118901
5855633;24.5721027;60.3119728
5855634;24.5766234;60.3120553
5855635;24.5811441;60.3121377
5855636;24.5856649;60.3122199
5855637;24.5901856;60.312302
5855638;24.5947064;60.3123839
5855639;24.5992273;60.3124656
5855640;24.6037481;60.3125473
5855641;24.608269;60.3126287
5855642;24.6127899;60.31271
5855643;24.6173109;60.3127912
5855644;24.6218318;60.3128722
5855645;24.6263528;60.312953
5855646;24.6308738;60.3130337
5855647;24.6353948;60.3131142
5855648;24.6399159;60.3131946
5855649;24.644437;60.3132748
5855650;24.6489581;60.3133549
5855651;24.6534793;60.3134348
5855652;24.6580004;60.3135146
5855653;24.6625216;60.3135942
5855654;24.6670428;60.3136737
5855655;24.6715641;60.313753
5855656;24.6760854;60.3138321
5855657;24.6806066;60.3139111
5855658;24.685128;60.31399
5855659;24.6896493;60.3140686
5855660;24.6941707;60.3141472
5855661;24.6986921;60.3142256
5855662;24.7032135;60.3143038
5855663;24.7077349;60.3143819
5855664;24.7122564;60.3144598
5855665;24.7167779;60.3145376
5855666;24.7212994;60.3146152
5855667;24.725821;60.3146926
5855668;24.7303426;60.3147699
5855669;24.7348641;60.3148471
5855670;24.7393858;60.3149241
5855671;24.7439074;60.3150009
5855672;24.7484291;60.3150776
5855673;24.7529508;60.3151542
5855674;24.7574725;60.3152305
5855675;24.7619942;60.3153068
5855676;24.766516;60.3153828
5855677;24.7710378;60.3154588
5855678;24.7755596;60.3155345
5855679;24.7800815;60.3156102
5855680;24.7846033;60.3156856
5855681;24.7891252;60.3157609
5855682;24.7936471;60.3158361
5855683;24.7981691;60.3159111
5855684;24.802691;60.3159859
5855685;24.807213;60.3160606
5855686;24.811735;60.3161352
5855687;24.8162571;60.3162095
5855688;24.8207791;60.3162838
5855689;24.8253012;60.3163579
5855690;24.8298233;60.3164318
5855691;24.8343454;60.3165056
5855692;24.8388676;60.3165792
5855693;24.8433898;60.3166526
5855694;24.847912;60.3167259
5855695;24.8524342;60.3167991
5855696;24.8569564;60.3168721
5855697;24.8614787;60.3169449
5855698;24.866001;60.3170176
5855699;24.8705233;60.3170902
5855700;24.8750457;60.3171626
5855701;24.879568;60.3172348
5855702;24.8840904;60.3173069
5855703;24.8886128;60.3173788
5855704;24.8931353;60.3174506
5855705;24.8976577;60.3175222
5855706;24.9021802;60.3175937
5855707;24.9067027;60.317665
5855708;24.9112252;60.3177361
5855709;24.9157478;60.3178071
5855710;24.9202703;60.317878
5855711;24.9247929;60.3179487
5855712;24.9293156;60.3180192
5855713;24.9338382;60.3180896
5855714;24.9383609;60.3181598
5855715;24.9428835;60.3182299
5855716;24.9474063;60.3182998
5855717;24.951929;60.3183696
5855718;24.9564517;60.3184392
5855719;24.9609745;60.3185087
5855720;24.9654973;60.318578
5855721;24.9700201;60.3186472
5855722;24.974543;60.3187162
5855723;24.9790658;60.318785
5855724;24.9835887;60.3188537
5855725;24.9881116;60.3189223
5855726;24.9926345;60.3189906
5855727;24.9971575;60.3190589
5855728;25.0016805;60.319127
5855729;25.0062035;60.3191949
5855730;25.0107265;60.3192627
5855731;25.0152495;60.3193303
5855732;25.0197726;60.3193977
5855733;25.0242957;60.3194651
5855734;25.0288188;60.3195322
5855735;25.0333419;60.3195992
5855736;25.037865;60.3196661
5855737;25.0423882;60.3197328
5855738;25.0469114;60.3197993
5855739;25.0514346;60.3198657
5855740;25.0559578;60.3199319
5855741;25.0604811;60.319998
5855742;25.0650044;60.3200639
5855743;25.0695277;60.3201297
5855744;25.074051;60.3201953
5855745;25.0785743;60.3202608
5855746;25.0830977;60.3203261
5855747;25.0876211;60.3203913
5855748;25.0921445;60.3204563
5855749;25.0966679;60.3205211
5855750;25.1011913;60.3205858
5855751;25.1057148;60.3206504
5855752;25.1102383;60.3207147
5855753;25.1147618;60.320779
5855754;25.1192853;60.3208431
5855755;25.1238089;60.320907
5855756;25.1283324;60.3209708
5855757;25.132856;60.3210344
5855758;25.1373796;60.3210978
5857488;24.5044666;60.3084738
5857489;24.5089866;60.3085586
5857490;24.5135066;60.3086433
5857491;24.5180266;60.3087278
5857492;24.5225467;60.3088122
5857493;24.5270668;60.3088964
5857494;24.5315869;60.3089804
5857495;24.536107;60.3090643
5857496;24.5406272;60.3091481
5857497;24.5451474;60.3092317
5857498;24.5496676;60.3093151
5857499;24.5541879;60.3093984
5857500;24.5587082;60.3094816
5857501;24.5632285;60.3095646
5857502;24.5677488;60.3096474
5857503;24.5722692;60.3097301
5857504;24.5767896;60.3098126
5857505;24.58131;60.309895
5857506;24.5858304;60.3099772
5857507;24.5903509;60.3100592
5857508;24.5948714;60.3101411
5857509;24.5993919;60.3102229
5857510;24.6039125;60.3103045
5857511;24.608433;60.310386
5857512;24.6129536;60.3104673
5857513;24.6174743;60.3105484
5857514;24.6219949;60.3106294
5857515;24.6265156;60.3107102
5857516;24.6310363;60.3107909
5857517;24.635557;60.3108714
5857518;24.6400778;60.3109518
5857519;24.6445986;60.311032
5857520;24.6491194;60.3111121
5857521;24.6536402;60.311192
5857522;24.6581611;60.3112718
5857523;24.6626819;60.3113514
5857524;24.6672028;60.3114308
5857525;24.6717238;60.3115101
5857526;24.6762447;60.3115892
5857527;24.6807657;60.3116682
5857528;24.6852867;60.3117471
5857529;24.6898078;60.3118258
5857530;24.6943288;60.3119043
5857531;24.6988499;60.3119827
5857532;24.703371;60.3120609
5857533;24.7078922;60.312139
5857534;24.7124133;60.3122169
5857535;24.7169345;60.3122946
5857536;24.7214557;60.3123722
5857537;24.725977;60.3124497
5857538;24.7304982;60.312527
5857539;24.7350195;60.3126041
5857540;24.7395408;60.3126811
5857541;24.7440622;60.312758
5857542;24.7485835;60.3128346
5857543;24.7531049;60.3129112
5857544;24.7576263;60.3129876
5857545;24.7621478;60.3130638
5857546;24.7666692;60.3131398
5857547;24.7711907;60.3132158
5857548;24.7757122;60.3132915
5857549;24.7802337;60.3133671
5857550;24.7847553;60.3134426
5857551;24.7892769;60.3135179
5857552;24.7937985;60.313593
5857553;24.7983201;60.313668
5857554;24.8028418;60.3137429
5857555;24.8073634;60.3138176
5857556;24.8118851;60.3138921
5857557;24.8164069;60.3139665
5857558;24.8209286;60.3140407
5857559;24.8254504;60.3141148
5857560;24.8299722;60.3141887
5857561;24.834494;60.3142624
5857562;24.8390158;60.3143361
5857563;24.8435377;60.3144095
5857564;24.8480596;60.3144828
5857565;24.8525815;60.314556
5857566;24.8571035;60.314629
5857567;24.8616254;60.3147018
5857568;24.8661474;60.3147745
5857569;24.8706694;60.314847
5857570;24.8751914;60.3149194
5857571;24.8797135;60.3149916
5857572;24.8842356;60.3150637
5857573;24.8887577;60.3151356
5857574;24.8932798;60.3152074
5857575;24.8978019;60.315279
5857576;24.9023241;60.3153505
5857577;24.9068463;60.3154218
5857578;24.9113685;60.3154929
5857579;24.9158908;60.3155639
5857580;24.920413;60.3156347
5857581;24.9249353;60.3157054
5857582;24.9294576;60.315776
5857583;24.9339799;60.3158464
5857584;24.9385023;60.3159166
5857585;24.9430247;60.3159867
5857586;24.9475471;60.3160566
5857587;24.9520695;60.3161263
5857588;24.9565919;60.316196
5857589;24.9611144;60.3162654
5857590;24.9656369;60.3163347
5857591;24.9701594;60.3164039
5857592;24.9746819;60.3164729
5857593;24.9792045;60.3165417
5857594;24.983727;60.3166104
5857595;24.9882496;60.3166789
5857596;24.9927723;60.3167473
5857597;24.9972949;60.3168155
5857598;25.0018176;60.3168836
5857599;25.0063403;60.3169515
5857600;25.010863;60.3170193
5857601;25.0153857;60.3170869
5857602;25.0199084;60.3171544
5857603;25.0244312;60.3172217
5857604;25.028954;60.3172888
5857605;25.0334768;60.3173558
5857606;25.0379997;60.3174227
5857607;25.0425225;60.3174894
5857608;25.0470454;60.3175559
5857609;25.0515683;60.3176223
5857610;25.0560912;60.3176885
5857611;25.0606142;60.3177546
5857612;25.0651371;60.3178205
5857613;25.0696601;60.3178863
5857614;25.0741831;60.3179519
5857615;25.0787062;60.3180173
5857616;25.0832292;60.3180827
5857617;25.0877523;60.3181478
5857618;25.0922754;60.3182128
5857619;25.0967985;60.3182776
5857620;25.1013216;60.3183423
5857621;25.1058448;60.3184069
5857622;25.1103679;60.3184713
5857623;25.1148911;60.3185355
5857624;25.1194143;60.3185996
5857625;25.1239376;60.3186635
5857626;25.1284608;60.3187273
5857627;25.1329841;60.3187909
5857628;25.1375074;60.3188543
5857629;25.1420307;60.3189176
5857630;25.1465541;60.3189808
5859356;24.5046377;60.3062312
5859357;24.5091574;60.306316
5859358;24.5136771;60.3064007
5859359;24.5181968;60.3064852
5859360;24.5227166;60.3065695
5859361;24.5272363;60.3066538
5859362;24.5317562;60.3067378
5859363;24.536276;60.3068217
5859364;24.5407959;60.3069055
5859365;24.5453157;60.306989
5859366;24.5498357;60.3070725
5859367;24.5543556;60.3071558
5859368;24.5588756;60.3072389
5859369;24.5633956;60.3073219
5859370;24.5679156;60.3074047
5859371;24.5724357;60.3074874
5859372;24.5769557;60.3075699
5859373;24.5814759;60.3076522
5859374;24.585996;60.3077345
5859375;24.5905161;60.3078165
5859376;24.5950363;60.3078984
5859377;24.5995565;60.3079802
5859378;24.6040768;60.3080618
5859379;24.608597;60.3081432
5859380;24.6131173;60.3082245
5859381;24.6176376;60.3083056
5859382;24.622158;60.3083866
5859383;24.6266784;60.3084674
5859384;24.6311988;60.3085481
5859385;24.6357192;60.3086286
5859386;24.6402396;60.308709
5859387;24.6447601;60.3087892
5859388;24.6492806;60.3088693
5859389;24.6538011;60.3089492
5859390;24.6583217;60.3090289
5859391;24.6628422;60.3091085
5859392;24.6673628;60.309188
5859393;24.6718835;60.3092672
5859394;24.6764041;60.3093464
5859395;24.6809248;60.3094254
5859396;24.6854455;60.3095042
5859397;24.6899662;60.3095829
5859398;24.694487;60.3096614
5859399;24.6990077;60.3097398
5859400;24.7035285;60.309818
5859401;24.7080494;60.309896
5859402;24.7125702;60.3099739
5859403;24.7170911;60.3100517
5859404;24.721612;60.3101293
5859405;24.7261329;60.3102067
5859406;24.7306539;60.310284
5859407;24.7351749;60.3103612
5859408;24.7396959;60.3104382
5859409;24.7442169;60.310515
5859410;24.7487379;60.3105917
5859411;24.753259;60.3106682
5859412;24.7577801;60.3107446
5859413;24.7623012;60.3108208
5859414;24.7668224;60.3108968
5859415;24.7713436;60.3109728
5859416;24.7758648;60.3110485
5859417;24.780386;60.3111241
5859418;24.7849072;60.3111996
5859419;24.7894285;60.3112749
5859420;24.7939498;60.31135
5859421;24.7984711;60.311425
5859422;24.8029925;60.3114998
5859423;24.8075138;60.3115745
5859424;24.8120352;60.311649
5859425;24.8165566;60.3117234
5859426;24.8210781;60.3117976
5859427;24.8255995;60.3118717
5859428;24.830121;60.3119456
5859429;24.8346425;60.3120193
5859430;24.8391641;60.3120929
5859431;24.8436856;60.3121664
5859432;24.8482072;60.3122397
5859433;24.8527288;60.3123128
5859434;24.8572504;60.3123858
5859435;24.8617721;60.3124587
5859436;24.8662938;60.3125313
5859437;24.8708155;60.3126039
5859438;24.8753372;60.3126762
5859439;24.8798589;60.3127485
5859440;24.8843807;60.3128205
5859441;24.8889025;60.3128924
5859442;24.8934243;60.3129642
5859443;24.8979461;60.3130358
5859444;24.902468;60.3131073
5859445;24.9069899;60.3131785
5859446;24.9115118;60.3132497
5859447;24.9160337;60.3133207
5859448;24.9205557;60.3133915
5859449;24.9250776;60.3134622
5859450;24.9295996;60.3135327
5859451;24.9341217;60.3136031
5859452;24.9386437;60.3136733
5859453;24.9431658;60.3137434
5859454;24.9476879;60.3138133
5859455;24.95221;60.3138831
5859456;24.9567321;60.3139527
5859457;24.9612543;60.3140221
5859458;24.9657764;60.3140914
5859459;24.9702986;60.3141606
5859460;24.9748209;60.3142296
5859461;24.9793431;60.3142984
5859462;24.9838654;60.3143671
5859463;24.9883876;60.3144356
5859464;24.99291;60.314504
5859465;24.9974323;60.3145722
5859466;25.0019546;60.3146403
5859467;25.006477;60.3147082
5859468;25.0109994;60.3147759
5859469;25.0155218;60.3148436
5859470;25.0200443;60.314911
5859471;25.0245667;60.3149783
5859472;25.0290892;60.3150455
5859473;25.0336117;60.3151124
5859474;25.0381343;60.3151793
5859475;25.0426568;60.315246
5859476;25.0471794;60.3153125
5859477;25.051702;60.3153789
5859478;25.0562246;60.3154451
5859479;25.0607472;60.3155112
5859480;25.0652699;60.3155771
5859481;25.0697925;60.3156428
5859482;25.0743152;60.3157084
5859483;25.078838;60.3157739
5859484;25.0833607;60.3158392
5859485;25.0878835;60.3159043
5859486;25.0924062;60.3159693
5859487;25.096929;60.3160342
5859488;25.1014519;60.3160989
5859489;25.1059747;60.3161634
5859490;25.1104976;60.3162278
5859491;25.1150205;60.316292
5859492;25.1195434;60.3163561
5859493;25.1240663;60.31642
5859494;25.1285892;60.3164837
5859495;25.1331122;60.3165473
5859496;25.1376352;60.3166108
5859497;25.1421582;60.3166741
5859498;25.1466812;60.3167372
5859499;25.1512043;60.3168002
5859500;25.1557274;60.3168631
5861224;24.5093281;60.3040734
5861225;24.5138475;60.3041581
5861226;24.518367;60.3042426
5861227;24.5228864;60.3043269
5861228;24.5274059;60.3044111
5861229;24.5319254;60.3044952
5861230;24.5364449;60.3045791
5861231;24.5409645;60.3046628
5861232;24.5454841;60.3047464
5861233;24.5500037;60.3048298
5861234;24.5545233;60.3049131
5861235;24.559043;60.3049962
5861236;24.5635627;60.3050792
5861237;24.5680824;60.305162
5861238;24.5726021;60.3052447
5861239;24.5771219;60.3053272
5861240;24.5816417;60.3054095
5861241;24.5861615;60.3054917
5861242;24.5906814;60.3055738
5861243;24.5952012;60.3056557
5861244;24.5997211;60.3057374
5861245;24.6042411;60.305819
5861246;24.608761;60.3059004
5861247;24.613281;60.3059817
5861248;24.617801;60.3060629
5861249;24.622321;60.3061438
5861250;24.6268411;60.3062246
5861251;24.6313612;60.3063053
5861252;24.6358813;60.3063858
5861253;24.6404014;60.3064662
5861254;24.6449216;60.3065464
5861255;24.6494418;60.3066264
5861256;24.653962;60.3067063
5861257;24.6584822;60.3067861
5861258;24.6630025;60.3068657
5861259;24.6675228;60.3069451
5861260;24.6720431;60.3070244
5861261;24.6765634;60.3071035
5861262;24.6810838;60.3071825
5861263;24.6856042;60.3072613
5861264;24.6901246;60.30734
5861265;24.6946451;60.3074185
5861266;24.6991655;60.3074969
5861267;24.703686;60.3075751
5861268;24.7082065;60.3076531
5861269;24.7127271;60.307731
5861270;24.7172477;60.3078088
5861271;24.7217682;60.3078864
5861272;24.7262889;60.3079638
5861273;24.7308095;60.3080411
5861274;24.7353302;60.3081182
5861275;24.7398509;60.3081952
5861276;24.7443716;60.308272
5861277;24.7488923;60.3083487
5861278;24.7534131;60.3084252
5861279;24.7579339;60.3085016
5861280;24.7624547;60.3085778
5861281;24.7669755;60.3086538
5861282;24.7714964;60.3087297
5861283;24.7760173;60.3088055
5861284;24.7805382;60.3088811
5861285;24.7850591;60.3089565
5861286;24.7895801;60.3090318
5861287;24.7941011;60.3091069
5861288;24.7986221;60.3091819
5861289;24.8031431;60.3092568
5861290;24.8076642;60.3093314
5861291;24.8121853;60.3094059
5861292;24.8167064;60.3094803
5861293;24.8212275;60.3095545
5861294;24.8257487;60.3096286
5861295;24.8302698;60.3097025
5861296;24.834791;60.3097762
5861297;24.8393123;60.3098498
5861298;24.8438335;60.3099233
5861299;24.8483548;60.3099966
5861300;24.8528761;60.3100697
5861301;24.8573974;60.3101427
5861302;24.8619187;60.3102155
5861303;24.8664401;60.3102882
5861304;24.8709615;60.3103607
5861305;24.8754829;60.3104331
5861306;24.8800043;60.3105053
5861307;24.8845258;60.3105773
5861308;24.8890473;60.3106493
5861309;24.8935688;60.310721
5861310;24.8980903;60.3107926
5861311;24.9026119;60.310864
5861312;24.9071334;60.3109353
5861313;24.911655;60.3110065
5861314;24.9161767;60.3110775
5861315;24.9206983;60.3111483
5861316;24.92522;60.311219
5861317;24.9297416;60.3112895
5861318;24.9342634;60.3113599
5861319;24.9387851;60.3114301
5861320;24.9433068;60.3115001
5861321;24.9478286;60.31157
5861322;24.9523504;60.3116398
5861323;24.9568722;60.3117094
5861324;24.9613941;60.3117788
5861325;24.965916;60.3118481
5861326;24.9704379;60.3119173
5861327;24.9749598;60.3119863
5861328;24.9794817;60.3120551
5861329;24.9840037;60.3121238
5861330;24.9885256;60.3121923
5861331;24.9930476;60.3122607
5861332;24.9975697;60.3123289
5861333;25.0020917;60.3123969
5861334;25.0066138;60.3124648
5861335;25.0111359;60.3125326
5861336;25.015658;60.3126002
5861337;25.0201801;60.3126676
5861338;25.0247022;60.3127349
5861339;25.0292244;60.3128021
5861340;25.0337466;60.3128691
5861341;25.0382688;60.3129359
5861342;25.0427911;60.3130026
5861343;25.0473133;60.3130691
