ID_orig;X_orig;Y_orig
5844381;24.5575356;60.325180200000005
5844382;24.5620581;60.32526329999999
5844383;24.5665806;60.325346200000006
5844384;24.571103100000002;60.3254289
5844385;24.5756257;60.3255115
5844386;24.5801482;60.3255939
5844387;24.5846708;60.3256762
5844388;24.5891935;60.3257583
5844389;24.5937161;60.3258402
5844503;25.109459899999997;60.3341756
5844504;25.1139852;60.3342399
5844505;25.118510600000004;60.334304
5844511;25.1456634;60.3346855
5844512;25.1501889;60.334748499999996
5844513;25.154714499999997;60.33481139999999
5844514;25.15924;60.3348741
5844515;25.1637656;60.33493670000001
5846243;24.4853522;60.3215882
5846244;24.489873899999996;60.321673700000005
5846245;24.4943957;60.321759
5846246;24.498917499999997;60.3218442
5846253;24.5305708;60.322436200000006
5846254;24.5350928;60.3225201
5846255;24.539614800000003;60.3226039
5846256;24.544136899999998;60.3226876
5846257;24.5486589;60.322771100000004
5846258;24.553181100000003;60.3228544
5846259;24.557703200000002;60.3229376
5846260;24.5622254;60.3230206
5846261;24.5667475;60.3231035
5846262;24.5712698;60.32318620000001
5846263;24.575792;60.323268799999994
5846264;24.5803143;60.3233512
5846265;24.5848366;60.32343349999999
5846382;25.1141147;60.3319964
5846383;25.1186398;60.3320605
5846384;25.1231649;60.3321245
5846385;25.12769;60.33218829999999
5846386;25.1322151;60.332251899999996
5846387;25.136740300000003;60.3323154
5846388;25.1412655;60.332378799999994
5846389;25.1457907;60.33244200000001
5846390;25.1503159;60.332505000000005
5846391;25.154841100000002;60.3325679
5846392;25.1593664;60.3326306
5846393;25.163891699999997;60.3326932
5848120;24.4855247;60.3193456
5848121;24.4900462;60.319431099999996
5848122;24.4945676;60.319516500000006
5848123;24.4990891;60.319601600000006
