ID_orig;X_orig;Y_orig
5963677;25.0367611;60.187171299999996
5963678;25.041266;60.18723789999999
5963679;25.045770899999997;60.1873044
5963680;25.0502759;60.1873708
5963681;25.054780899999997;60.187437
5963682;25.0592859;60.187503
5963683;25.063791000000002;60.1875689
5963689;25.0908216;60.18796089999999
5963690;25.095326800000002;60.18802579999999
5963698;25.131369;60.1885387
5963699;25.1358743;60.1886022
5963700;25.1403797;60.188665500000006
5963701;25.144885100000003;60.1887286
5963702;25.1493906;60.188791599999995
5965339;24.5685396;60.177162100000004
5965340;24.573041800000002;60.1772447
5965341;24.577544;60.17732710000001
5965342;24.5820462;60.1774093
5965343;24.586548399999998;60.1774914
5965344;24.591050600000003;60.1775733
5965345;24.595552899999998;60.177655099999996
5965346;24.6000552;60.17773670000001
5965347;24.6045576;60.177818200000004
5965348;24.6090599;60.1778995
5965349;24.6135623;60.177980700000006
5965350;24.6180647;60.17806170000001
5965351;24.6225671;60.1781426
5965352;24.627069600000002;60.1782233
5965353;24.631572100000003;60.178303799999995
5965354;24.6360746;60.1783842
5965355;24.6405771;60.178464500000004
5965356;24.6450797;60.1785446
5965357;24.6495823;60.1786245
5965358;24.654084899999997;60.17870429999999
5965359;24.6585875;60.178784
5965360;24.6630902;60.1788634
5965361;24.6675929;60.178942799999994
5965362;24.672095600000002;60.179021999999996
5965363;24.6765984;60.179101
5965364;24.681101100000003;60.1791799
5965365;24.6856039;60.179258600000004
5965366;24.690106699999998;60.1793372
5965367;24.694609600000003;60.1794156
5965368;24.699112399999997;60.179493799999996
5965369;24.703615300000003;60.179572
5965370;24.7081182;60.179649899999994
5965371;24.7126212;60.1797277
5965372;24.7171242;60.1798054
5965373;24.7216271;60.1798829
5965374;24.7261302;60.17996020000001
