ID_orig;X_orig;Y_orig
5934899;24.845220899999997;60.2201245
5934900;24.849729800000002;60.22019770000001
5934901;24.8542387;60.22027070000001
5934902;24.8587477;60.2203436
5934903;24.863256699999997;60.2204163
5934904;24.8677657;60.2204889
5934905;24.872274700000002;60.2205613
5934906;24.876783800000002;60.2206335
5934907;24.8812928;60.2207057
5934908;24.885801899999997;60.220777600000005
5934909;24.890310999999997;60.22084939999999
5934910;24.894820199999998;60.220921
5934911;24.8993293;60.2209925
5934912;24.903838500000003;60.2210639
5934913;24.9083477;60.221135100000005
5934914;24.912857000000002;60.221206099999996
5934915;24.917366199999996;60.221277
5934916;24.9218755;60.22134770000001
5934917;24.9263848;60.221418299999996
5934918;24.930894100000003;60.2214887
5934919;24.9354034;60.221559
5934920;24.9399128;60.221629099999994
5934921;24.944422199999998;60.221699
5934922;24.9489316;60.2217689
5934923;24.953441;60.221838500000004
5934924;24.9579505;60.221908
5934925;24.96246;60.2219774
5934926;24.9669695;60.2220466
5934927;24.971479000000002;60.222115599999995
5934928;24.9759885;60.2221845
5934929;24.980498100000002;60.2222532
5934930;24.9850077;60.222321799999996
5934931;24.9895173;60.2223902
5934932;24.994026899999998;60.222458499999995
5934933;24.9985366;60.22252660000001
5934934;25.0030463;60.2225946
5934935;25.007556;60.2226624
5934936;25.0120657;60.2227301
5934937;25.016575399999997;60.2227976
5934938;25.021085199999998;60.2228649
5934939;25.025595000000003;60.2229321
5934940;25.0301048;60.22299920000001
5934941;25.0346146;60.2230661
5934942;25.0391244;60.223132799999995
5934943;25.0436343;60.22319939999999
5934944;25.0481442;60.2232659
5934945;25.0526541;60.2233322
5934946;25.057164;60.2233983
5934947;25.061674;60.22346429999999
5934948;25.066184;60.2235301
