ID_orig;X_orig;Y_orig
5931229;24.6600567;60.2214781
5931230;24.6645652;60.2215576
5931231;24.6690737;60.22163689999999
5931232;24.6735823;60.221716099999995
5931233;24.678090899999997;60.2217951
5931234;24.6825995;60.22187389999999
5931235;24.6871082;60.22195260000001
5931236;24.6916169;60.2220312
5931237;24.696125600000002;60.2221096
5931238;24.7006343;60.2221878
5931239;24.705143;60.2222659
5931240;24.7096518;60.2223439
5931241;24.714160600000003;60.222421600000004
5931242;24.7186694;60.2224993
5931243;24.7231783;60.22257679999999
5931244;24.7276871;60.2226541
5931245;24.732196;60.2227313
5931246;24.736705;60.2228083
5931247;24.741213899999998;60.2228851
5931248;24.7457229;60.222961899999994
5931249;24.7502319;60.22303839999999
5931250;24.754740899999998;60.22311479999999
5931251;24.759249899999997;60.223191099999994
5931252;24.763759;60.2232672
5931253;24.7682681;60.2233431
5931254;24.7727772;60.2234189
5931255;24.777286399999998;60.2234946
5931256;24.781795499999998;60.2235701
5931257;24.7863047;60.2236454
5931258;24.7908139;60.2237206
5931259;24.7953232;60.2237956
5931260;24.7998324;60.2238705
5931261;24.8043417;60.2239452
5931262;24.808851;60.2240198
5931263;24.8133604;60.2240942
5931264;24.8178697;60.224168500000005
5931265;24.822379100000003;60.2242426
5931266;24.826888500000003;60.2243165
5931267;24.8313979;60.224390299999996
5931268;24.8359074;60.224464000000005
5931269;24.8404169;60.2245375
5931270;24.8449264;60.2246108
5931271;24.8494359;60.224683999999996
5931272;24.8539454;60.224757
5931273;24.858455;60.2248299
5931274;24.8629646;60.2249027
5931275;24.8674742;60.224975199999996
5931276;24.871983899999996;60.225047700000005
5931277;24.8764935;60.2251199
5931278;24.881003200000002;60.225192099999994
