ID_orig;X_orig;Y_orig
5954815;25.1622798;60.200197499999994
5954816;25.1667868;60.20025989999999
5954817;25.1712939;60.20032220000001
5954818;25.1758009;60.20038420000001
5954819;25.180308;60.20044620000001
5954820;25.1848152;60.200508
5954821;25.1893223;60.2005696
5956463;24.5406885;60.18787710000001
5956464;24.545192;60.187960600000004
5956465;24.5496956;60.188043900000004
5956466;24.5541992;60.18812710000001
5956467;24.558702800000002;60.18821020000001
5956468;24.5632064;60.188293
5956469;24.56771;60.18837579999999
5956470;24.5722137;60.1884584
5956471;24.5767174;60.18854079999999
5956472;24.5812212;60.1886231
5956473;24.5857249;60.1887052
5956474;24.590228699999997;60.1887872
5956475;24.594732500000003;60.188869
5956476;24.5992364;60.188950600000005
5956477;24.6037402;60.1890321
5956478;24.608244100000004;60.1891135
5956479;24.612748;60.1891947
5956480;24.617252;60.18927579999999
5956481;24.621755899999997;60.189356700000005
5956482;24.626259899999997;60.189437399999996
5956483;24.630763899999998;60.18951800000001
5956484;24.635268;60.189598399999994
5956485;24.639772100000002;60.1896787
5956486;24.6442762;60.1897589
5956487;24.648780300000002;60.18983879999999
5956488;24.653284399999997;60.18991870000001
5956489;24.657788600000003;60.1899983
5956490;24.662292800000003;60.1900779
5956491;24.666797;60.1901572
5956492;24.6713013;60.1902365
5956493;24.6758055;60.190315500000004
5956494;24.6803098;60.1903944
5956495;24.684814199999998;60.19047320000001
5956496;24.6893185;60.190551799999994
5956497;24.6938229;60.1906302
5956498;24.698327300000003;60.1907085
5956499;24.702831699999997;60.19078670000001
5956500;24.7073362;60.1908647
5956501;24.711840600000002;60.190942500000006
5956502;24.7163451;60.191020200000004
5956503;24.7208497;60.19109770000001
5956504;24.725354199999998;60.1911751
5956505;24.729858800000002;60.191252399999996
