ID_orig;X_orig;Y_orig
5903811;24.540322800000002;60.25299820000001
5903812;24.544835199999998;60.2530817
5903813;24.5493477;60.253165100000004
5903814;24.5538602;60.2532484
5903815;24.5583728;60.253331499999994
5903816;24.5628853;60.2534144
5903817;24.5673979;60.253497200000005
5903818;24.5719105;60.2535799
5903819;24.576423199999997;60.253662399999996
5903820;24.5809359;60.253744700000006
5903821;24.5854486;60.2538269
5903822;24.589961300000002;60.253908900000006
5903823;24.594473999999998;60.2539908
5903824;24.598986800000002;60.2540725
5903825;24.603499600000003;60.254154099999994
5903826;24.6080124;60.2542355
5903827;24.612525299999998;60.2543168
5903828;24.6170382;60.254397899999994
5903829;24.6215511;60.2544789
5903830;24.626064000000003;60.25455970000001
5903831;24.630577;60.25464029999999
5903832;24.635089999999998;60.2547208
5903833;24.639603;60.254801199999996
5903834;24.644116;60.2548814
5903835;24.648629100000004;60.25496139999999
5903836;24.653142199999998;60.255041299999995
5903837;24.657655300000002;60.255120999999995
5903838;24.6621684;60.2552006
5903839;24.6666816;60.255280000000006
5903840;24.671194800000002;60.2553593
5903841;24.675708;60.255438399999996
5903842;24.6802212;60.2555174
5903843;24.6847345;60.25559620000001
5903844;24.6892478;60.2556748
5903845;24.6937611;60.255753299999995
5903846;24.6982744;60.2558317
5903847;24.7027878;60.25590989999999
5903848;24.7073012;60.255987899999994
5903849;24.7118146;60.256065799999995
5903850;24.716328100000002;60.2561436
5903851;24.720841500000002;60.2562211
5903852;24.725355;60.2562986
5903853;24.7298685;60.256375899999995
5903854;24.7343821;60.256453
5903855;24.7388956;60.256530000000005
5903856;24.743409200000002;60.2566068
5903857;24.7479228;60.2566834
5903858;24.752436499999998;60.25675989999999
5903859;24.7569501;60.2568363
5903860;24.7614638;60.2569125
