ID_orig;X_orig;Y_orig
5914948;25.191111300000003;60.2499907
5914949;25.1956253;60.2500522
5914950;25.2001393;60.2501135
5914951;25.2046532;60.2501746
5914952;25.2091673;60.2502356
5914953;25.2136813;60.2502964
5914954;25.2181953;60.2503571
5914955;25.2227094;60.2504176
5914956;25.227223499999997;60.250478
5914957;25.231737600000002;60.2505382
5914958;25.2362517;60.250598200000006
5916627;24.5234592;60.2369639
5916628;24.5279694;60.2370481
5916629;24.5324796;60.237131999999995
5916630;24.5369899;60.237215799999994
5916631;24.541500199999998;60.2372995
5916632;24.5460105;60.237382999999994
5916633;24.5505208;60.2374664
5916634;24.555031200000002;60.2375496
5916635;24.5595415;60.2376326
5916636;24.564051899999995;60.2377155
5916637;24.568562399999998;60.2377983
5916638;24.5730729;60.2378809
5916639;24.5775833;60.23796329999999
5916640;24.582093899999997;60.2380456
5916641;24.5866044;60.2381277
5916642;24.591115;60.238209700000006
5916643;24.5956256;60.2382915
5916644;24.600136199999998;60.238373200000005
5916645;24.604646799999998;60.238454700000005
5916646;24.609157500000002;60.238536100000005
5916647;24.6136682;60.238617299999994
5916648;24.6181789;60.2386984
5916649;24.6226897;60.2387793
5916650;24.6272005;60.238859999999995
5916651;24.631711300000003;60.2389406
5916652;24.6362221;60.2390211
5916653;24.640732999999997;60.239101399999996
5916654;24.6452438;60.239181499999994
5916655;24.6497547;60.2392615
5916656;24.6542657;60.23934129999999
5916657;24.6587766;60.23942099999999
5916658;24.6632876;60.2395005
5916659;24.6677986;60.2395799
5916660;24.6723097;60.239659100000004
5916661;24.6768207;60.2397382
5916662;24.6813318;60.239817099999996
5916663;24.685842899999997;60.2398959
5916664;24.690354100000004;60.2399745
5916665;24.6948652;60.240053
